-0.29781157        -0.85714918         0.42024237
-0.40899941        -0.79194146         0.45337421
-0.51119345        -0.79235512         0.33294824
-0.43369585        -0.87413657         0.21861652
-0.29324433        -0.90634722         0.30420807
 0.19810326         0.81700808         0.54152834
 0.16334599         0.75717932         0.63245356
 0.24588837         0.67127204         0.69923735
 0.36170503         0.65867621         0.65978408
 0.40706640         0.71832883         0.56418133
 0.32251048         0.80750602         0.49388358
-0.58195990         0.80747145         0.09650142
-0.55791104         0.82969105        -0.01865570
-0.64246732         0.75742066        -0.11640283
-0.73965675         0.67251450        -0.02514201
-0.70386577         0.70152122         0.11153878
-0.32680798        -0.69652557        -0.63878685
-0.27832305        -0.61000580        -0.74190903
-0.21211460        -0.60615695        -0.76653838
-0.08762943        -0.69083881        -0.71767879
-0.09384189        -0.75541008        -0.64849776
-0.20385118        -0.78245622        -0.58839351
 0.30098537         0.31947121        -0.89852434
 0.16766353         0.34837502        -0.92223847
 0.12985486         0.47684878        -0.86934048
 0.26059756         0.52973711        -0.80713546
 0.36031535         0.43730903        -0.82397431
 0.35258594         0.84845084         0.39473328
 0.25621554         0.91547853         0.31024602
 0.13635007         0.92435497         0.35633770
 0.10526382         0.88129294         0.46069753
 0.75787634         0.47099394        -0.45142901
 0.81186950         0.43514439        -0.38925216
 0.86961073         0.30484417        -0.38839045
 0.85425341         0.23336129        -0.46453598
 0.78657675         0.25533983        -0.56222647
 0.72362322         0.38387117        -0.57359600
-0.21627869        -0.84336883        -0.49188662
-0.31441826        -0.84560454        -0.43138638
-0.43474585        -0.76213992        -0.47972786
-0.39836866        -0.69417381        -0.59952074
-0.89052784        -0.19777989         0.40968671
-0.81340975        -0.28324154         0.50807375
-0.76619530        -0.22597697         0.60156387
-0.78827935        -0.08572588         0.60931659
-0.85150898        -0.02420773         0.52378094
-0.90026355        -0.08250413         0.42745593
-0.15090743        -0.50666583        -0.84883255
-0.20488994        -0.41754901        -0.88525301
-0.14043643        -0.32176992        -0.93634492
 0.00308351        -0.33820739        -0.94106650
 0.04081582        -0.46852577        -0.88250649
-0.01196275        -0.51960862        -0.85432059
 0.10720468        -0.31883654         0.94172740
 0.22465833        -0.24368630         0.94347531
 0.23046178        -0.14910091         0.96159053
 0.10290280        -0.07210915         0.99207419
 0.00187550        -0.12839088         0.99172187
-0.00444470        -0.25473428         0.96700084
 0.13823155        -0.93271899         0.33305728
 0.01079089        -0.96287793         0.26972148
 0.01824029        -0.99036741         0.13725752
 0.10877615        -0.99061942         0.08271010
 0.23847337        -0.96019065         0.14547943
 0.23045626        -0.93346715         0.27482551
 0.64761555        -0.03993667        -0.76091987
 0.73357844        -0.05815129        -0.67711234
 0.75601679        -0.18563934        -0.62767559
 0.68286562        -0.27797836        -0.67559063
 0.60153461        -0.26469263        -0.75371999
 0.58186132        -0.12945135        -0.80291951
-0.05097721         0.79722947         0.60152012
-0.02048258         0.86818779         0.49581292
-0.11501634         0.90379834         0.41221327
-0.23506980         0.86701530         0.43934789
-0.26142362         0.79870331         0.54196930
-0.17329656         0.76656616         0.61834013
 0.35505027        -0.87373382         0.33245832
 0.34909403        -0.82752883         0.43969235
 0.24351928        -0.82549644         0.50917000
 0.12882008        -0.88241869         0.45248508
 0.39728326        -0.91265160        -0.09608854
 0.39798522        -0.88427818        -0.24425337
 0.51476955        -0.81364655        -0.27016979
 0.59181094        -0.79284787        -0.14543745
 0.51354963        -0.85702676        -0.04209198
 0.65458673         0.40533715        -0.63813645
 0.57517439         0.52007729        -0.63142216
 0.59877074         0.60527962        -0.52450949
 0.69936371         0.56096864        -0.44294989
 0.48884180        -0.47891438         0.72916025
 0.53634322        -0.58087760         0.61230481
 0.62453127        -0.55743915         0.54701209
 0.69738740        -0.43661743         0.56834501
 0.66911638        -0.37401682         0.64217967
 0.55380815        -0.39334399         0.73387808
 0.78826600         0.03864722        -0.61411971
 0.85978419         0.01692057        -0.51037717
 0.87506640        -0.09969562        -0.47362381
 0.81938696        -0.19993082        -0.53724539
 0.74839824         0.16529168        -0.64232284
 0.66854662         0.18353482        -0.72066665
 0.60543281         0.30879566        -0.73355043
 0.68935418        -0.40828547        -0.59840947
 0.56577224        -0.50438440        -0.65230221
 0.52961057        -0.48707223        -0.69445902
 0.53360665        -0.33202168        -0.77783388
-0.11207446        -0.30964389         0.94422448
-0.11313875        -0.43561682         0.89299363
-0.01249994        -0.49027744         0.87147677
 0.10813253        -0.43190819         0.89541203
-0.08219797        -0.94338167         0.32136333
-0.20882328        -0.94448864         0.25364161
-0.20681360        -0.96952891         0.13130812
-0.10844282        -0.99159157         0.07061426
 0.95253587        -0.25625893        -0.16433705
 0.92342907        -0.22177678        -0.31319952
 0.92858970        -0.12695058        -0.34871882
 0.95991200        -0.02791646        -0.27890810
 0.98612392        -0.04580241        -0.15956719
 0.97516739        -0.19696380        -0.10126060
 0.52542233         0.32266942        -0.78728384
 0.44242585         0.43607891        -0.78364193
 0.48346344         0.53019178        -0.69653410
 0.99613750         0.04825763        -0.07335828
 0.99892402         0.02147897         0.04110396
 0.99338472        -0.08243264         0.07994784
 0.97917688        -0.20206952        -0.01950701
-0.80022705         0.56556988         0.19941762
-0.85295045         0.51096606         0.10671953
-0.91526258         0.38384375         0.12230400
-0.91929716         0.33101323         0.21289207
-0.86973715         0.37653911         0.31902277
-0.80605567         0.50364214         0.31083581
 0.13081570         0.96515322        -0.22664186
 0.10509749         0.98903447        -0.10375608
 0.20783372         0.97805411        -0.01467460
 0.31767154         0.94653463        -0.05618569
 0.33616975         0.92355222        -0.18450241
 0.25132418         0.93136609        -0.26342627
-0.28959772         0.33791259         0.89551556
-0.40483743         0.28018397         0.87040430
-0.41989335         0.16089883         0.89319718
-0.31817836         0.08891600         0.94385201
-0.21271846         0.14307620         0.96658170
-0.19719845         0.27324358         0.94151515
-0.64939976         0.18016039        -0.73879772
-0.62619412         0.07434019        -0.77611500
-0.69074631        -0.03303780        -0.72234207
-0.77952707        -0.00847474        -0.62631118
-0.79907829         0.11876024        -0.58938086
-0.74373543         0.20269017        -0.63700414
-0.53268796        -0.84190518         0.08625142
-0.64467120        -0.75160658         0.13959414
-0.71899432        -0.69491082         0.01208066
-0.70287955        -0.70935500        -0.05268604
-0.59939224        -0.79341036        -0.10596760
-0.53044766        -0.84627867        -0.04937485
 0.77904606        -0.19019291         0.59742266
 0.83436197        -0.26538387         0.48312673
 0.88175911        -0.22893393         0.41241989
 0.91316271        -0.07990068         0.39968717
 0.88657504        -0.02025150         0.46214131
 0.80818874        -0.04495241         0.58720559
 0.44994572        -0.85661501         0.25250646
 0.55911988        -0.77234149         0.30145252
 0.55481166        -0.72713447         0.40430132
 0.45807815        -0.74479717         0.48522320
 0.27878562         0.48475999         0.82902741
 0.16363534         0.40236336         0.90073711
 0.17038177         0.30767858         0.93611109
 0.21235555         0.27025458         0.93907803
 0.35923412         0.27054012         0.89317352
 0.40916085         0.35031632         0.84253544
 0.34786123         0.46423706         0.81454074
 0.01838345        -0.80714434        -0.59006786
 0.01953280        -0.86812019        -0.49596962
-0.10282426        -0.89513659        -0.43377140
 0.80111521         0.50696450         0.31812155
 0.71862251         0.57495064         0.39116934
 0.68181849         0.52984107         0.50437289
 0.72796148         0.41556087         0.54532677
 0.81285608         0.34949830         0.46595702
 0.84758669         0.38488233         0.36532506
 0.05855509         0.50692058        -0.86000168
-0.06726897         0.42355967        -0.90336710
-0.17026362         0.45580581        -0.87364262
-0.19077273         0.55057955        -0.81269181
-0.07062528         0.63898838        -0.76596731
 0.02453179         0.60712028        -0.79423124
-0.91157705        -0.40757537        -0.05394024
-0.93072134        -0.35967591         0.06626484
-0.96782893        -0.23824592         0.08090742
-0.98563695        -0.16817008        -0.01544792
-0.96441132        -0.22118856        -0.14486684
-0.93224978        -0.32556400        -0.15785542
 0.75943941         0.63371181         0.14717756
 0.82068455         0.53879219         0.19020997
 0.87815696         0.46348634         0.11840907
 0.88083982         0.47340879        -0.00230147
 0.80102676         0.59491193        -0.06660302
 0.75302637         0.65771061        -0.01918312
 0.77860647         0.00763649         0.62746608
 0.68342185         0.00745536         0.72998565
 0.63149261        -0.07124076         0.77210224
 0.64011449        -0.16339110         0.75070423
 0.71998489        -0.22692129         0.65584177
 0.04155878         0.47923028         0.87670469
-0.05542951         0.44213796         0.89523268
-0.07448496         0.32232338         0.94369465
 0.01241434         0.25454688         0.96698076
-0.65206587        -0.14614926        -0.74394256
-0.55021071        -0.17001583        -0.81753457
-0.49740189        -0.27953085        -0.82125145
-0.55168539        -0.38328964        -0.74076462
-0.63973492        -0.36745858        -0.67506552
-0.70143789        -0.24920514        -0.66774368
